Cost Center,Budget Orgn,Budget Unit,Account,Account Title,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2022-2023 Budget,2022-01-01,High School,2000.0
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,640.0,DUES AND FEES,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,640.0,DUES AND FEES,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2021-2022 Actual,2021-01-01,High School,250.0
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,640.0,DUES AND FEES,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2022-2023 Budget,2022-01-01,High School,700.0
608.0,1001131608133000 - HS INSTR/MUSIC,100-1131-608-133,640.0,DUES AND FEES,100,GENERAL FUND,1001131608133000,HS INSTR/MUSIC,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,111.0,LIC SALARIES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,145827.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,111.0,LIC SALARIES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,148179.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,111.0,LIC SALARIES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,151910.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,111.0,LIC SALARIES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,161168.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,12021.41
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,8994.16
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,19277.24
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,7091.39
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,4117.2
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,11328.78
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,9670.08
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,8787.63
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,8653.67
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,10383.48
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,9412.21
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,5166.75
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,12091.41
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,8502.77
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,13151.31
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,10502.38
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,10520.25
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,11924.94
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,12112.15
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,231.0,WRKRS COMP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,503.16
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,231.0,WRKRS COMP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,506.16
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,231.0,WRKRS COMP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,835.51
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,231.0,WRKRS COMP,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,1772.85
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,233.0,PFMLI,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,233.0,PFMLI,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,233.0,PFMLI,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,607.64
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,233.0,PFMLI,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,6446.72
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,33656.28
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,34184.88
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,35609.28
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,37203.02
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,2000.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,179.41
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,20.35
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,1200.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2021-2022 Actual,2021-01-01,High School,95.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2022-2023 Budget,2022-01-01,High School,0.0
608.0,1001131608180000 - HS INSTR/MATH,100-1131-608-180,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608180000,HS INSTR/MATH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,111.0,LIC SALARIES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,44899.25
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,111.0,LIC SALARIES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,42817.78
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,111.0,LIC SALARIES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,36395.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,111.0,LIC SALARIES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,43200.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,4863.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,3215.62
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,4618.49
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,1900.8
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,2569.08
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,2714.18
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,2592.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,3518.22
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,2500.56
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,2487.7
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,2522.88
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,2767.69
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,3493.92
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,2037.12
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,3525.12
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,3434.83
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,3275.63
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,2857.01
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,3246.58
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,231.0,WRKRS COMP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,155.26
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,231.0,WRKRS COMP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,147.21
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,231.0,WRKRS COMP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,200.17
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,231.0,WRKRS COMP,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,475.2
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,233.0,PFMLI,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,233.0,PFMLI,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,233.0,PFMLI,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,145.58
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,233.0,PFMLI,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,1728.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,12.6
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,12.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,8902.32
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,18601.51
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,3837.9
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,5466.44
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,112.37
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,31.2
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,400.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2021-2022 Actual,2021-01-01,High School,3500.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2022-2023 Budget,2022-01-01,High School,0.0
608.0,1001131608190000 - HS INSTR/HEALTH,100-1131-608-190,470.0,COMPUTER SOFTWARE,100,GENERAL FUND,1001131608190000,HS INSTR/HEALTH,2023-2024 Proposed,2023-01-01,High School,0.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,111.0,LIC SALARIES,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,44899.25
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,111.0,LIC SALARIES,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,42817.78
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,111.0,LIC SALARIES,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,36395.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,111.0,LIC SALARIES,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,38215.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,4863.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,3215.63
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,4618.49
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,2869.95
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,2569.08
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,2714.18
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,212.0,PERS PICK-UP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,2292.9
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,3518.23
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,2500.56
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,2487.7
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,2231.76
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,2767.67
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,3493.92
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,2037.12
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,3118.34
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,3396.07
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,3208.85
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,2857.01
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,2871.95
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,231.0,WRKRS COMP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,156.17
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,231.0,WRKRS COMP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,147.59
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,231.0,WRKRS COMP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,200.17
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,231.0,WRKRS COMP,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,420.37
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,233.0,PFMLI,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,233.0,PFMLI,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2021-2022 Actual,2021-01-01,High School,0.0
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,233.0,PFMLI,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2022-2023 Budget,2022-01-01,High School,145.58
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,233.0,PFMLI,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2023-2024 Proposed,2023-01-01,High School,1528.6
608.0,1001131608200000 - HS INSTR/PE,100-1131-608-200,241.0,MED-DEN-VIS,100,GENERAL FUND,1001131608200000,HS INSTR/PE,2020-2021 Actual,2020-01-01,High School,10697.99
