Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,392.2
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,458.89
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,700.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,928.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,300.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,674.91
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,48313.62
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,56567.86
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,54500.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,89023.2
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,7134.95
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,5300.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,5300.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,42.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,400.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,400.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,513.82
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,200.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,80.64
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,100.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,979.54
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,615.42
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,8800.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,5200.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2019-2020 Actual,2019-01-01,High School,110.89
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2020-2021 Actual,2020-01-01,High School,279.96
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1001221608320000 - HS SLC SPED,100-1221-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001221608320000,HS SLC SPED,2022-2023 Proposed,2022-01-01,High School,200.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,420.27
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,5130.16
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,1100.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,6796.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,3840.69
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,3726.98
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,4100.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,862.41
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,3800.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,506.82
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,3118.9
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,5306.31
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,3700.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,464.53
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,4158.57
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,4141.76
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,5100.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,380.39
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,3912.57
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,5090.34
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,4800.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,533.49
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,6300.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,6300.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,429.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,200.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,159.05
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,66.52
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,100.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,2431.03
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,126.54
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,900.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,900.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2020-2021 Actual,2020-01-01,High School,779.4
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1001250608320000 - HS SPED RESOURCE RM,100-1250-608-320,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320000,HS SPED RESOURCE RM,2022-2023 Proposed,2022-01-01,High School,200.0
608.0,1001250608320700 - HS SPED POST HIGH,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320700,HS SPED POST HIGH,2019-2020 Actual,2019-01-01,High School,214.0
608.0,1001250608320700 - HS SPED POST HIGH,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320700,HS SPED POST HIGH,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001250608320700 - HS SPED POST HIGH,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320700,HS SPED POST HIGH,2021-2022 Budget,2021-01-01,High School,0.0
608.0,1001250608320700 - HS SPED POST HIGH,100-1250-608-320,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001250608320700,HS SPED POST HIGH,2022-2023 Proposed,2022-01-01,High School,3600.0
608.0,1001281608000000 - HS ALT ED,100-1281-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001281608000000,HS ALT ED,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001281608000000 - HS ALT ED,100-1281-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001281608000000,HS ALT ED,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001281608000000 - HS ALT ED,100-1281-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001281608000000,HS ALT ED,2021-2022 Budget,2021-01-01,High School,800.0
608.0,1001281608000000 - HS ALT ED,100-1281-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001281608000000,HS ALT ED,2022-2023 Proposed,2022-01-01,High School,800.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,111.0,LIC SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,64368.31
608.0,1001284608000000 - HS ALT,100-1284-608-000,111.0,LIC SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,68417.14
608.0,1001284608000000 - HS ALT,100-1284-608-000,111.0,LIC SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,68300.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,111.0,LIC SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,52219.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,112.0,CLASS SALARIES,1.88,2.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,39145.05
608.0,1001284608000000 - HS ALT,100-1284-608-000,112.0,CLASS SALARIES,1.88,2.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,61584.05
608.0,1001284608000000 - HS ALT,100-1284-608-000,112.0,CLASS SALARIES,1.88,2.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,45200.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,112.0,CLASS SALARIES,1.88,2.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,46481.09
608.0,1001284608000000 - HS ALT,100-1284-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,1011.6
608.0,1001284608000000 - HS ALT,100-1284-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,117.32
608.0,1001284608000000 - HS ALT,100-1284-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,1100.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,1790.6
608.0,1001284608000000 - HS ALT,100-1284-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,7725.52
608.0,1001284608000000 - HS ALT,100-1284-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,6818.81
608.0,1001284608000000 - HS ALT,100-1284-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,7400.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,12752.18
608.0,1001284608000000 - HS ALT,100-1284-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,6900.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,7494.16
608.0,1001284608000000 - HS ALT,100-1284-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,6271.48
608.0,1001284608000000 - HS ALT,100-1284-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,10370.29
608.0,1001284608000000 - HS ALT,100-1284-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,6700.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,6868.82
608.0,1001284608000000 - HS ALT,100-1284-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,8362.06
608.0,1001284608000000 - HS ALT,100-1284-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,7847.85
608.0,1001284608000000 - HS ALT,100-1284-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,9300.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,5624.7
608.0,1001284608000000 - HS ALT,100-1284-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,7214.75
608.0,1001284608000000 - HS ALT,100-1284-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,9112.2
608.0,1001284608000000 - HS ALT,100-1284-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,8700.0
